ACTOR DNE    Actor 	id = d5ddc5c6-f36b-4c85-9622-c16e6a1cc370	name = Anita Eckberg                                     	dob = null    
ACTOR DNE    Actor 	id = 7aa05791-4439-4ab6-8a23-cc83d1d4845f	name = George `Foghorn' Winslow                          	dob = null    
ACTOR DNE    Actor 	id = e0b48e69-68b9-433b-8d51-0b620461aee4	name = John Emery                                        	dob = null    
ACTOR DNE    Actor 	id = 9fd89ee5-d131-43f0-87a8-b9627cee1cc3	name = Ray Anthony                                       	dob = null    
ACTOR DNE    Actor 	id = 6b90e57f-8560-4a5c-8f70-d9d84d507dcb	name = Fats Domino                                       	dob = null    
ACTOR DNE    Actor 	id = dee0195f-0831-4ef4-b62b-676e7504ba47	name = Eddy Cochran                                      	dob = null    
ACTOR DNE    Actor 	id = d188d965-7fc4-4c48-85ce-c895d25a3b82	name = Little Richard                                    	dob = null    
ACTOR DNE    Actor 	id = 0335688f-4e45-441c-95ab-5ad384304e00	name = The Platters                                      	dob = null    
ACTOR DNE    Actor 	id = a521f93c-081c-40b9-ae83-abb05d3f4630	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = 05c24d8f-e894-4082-8fc8-6f80e5d72d78	name = Eddie Fountain                                    	dob = null    
ACTOR DNE    Actor 	id = ba8a5feb-d699-43f6-b3e2-93db2cc870cc	name = Johnny Ray                                        	dob = null    
ACTOR DNE    Actor 	id = 534ff256-a0c4-4265-91a0-eaa84aad92c8	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = 45b6181a-e7ed-4633-8d23-e304b261d537	name = Mickey Hargitay                                   	dob = null    
ACTOR DNE    Actor 	id = 10b55735-c7e8-42db-9b33-d0729b10be27	name = Salavtore Baccaloni                               	dob = null    
ACTOR DNE    Actor 	id = 19c8b6d3-7793-49e8-ad36-b7e5022b4bce	name = Isa Moore                                         	dob = null    
ACTOR DNE    Actor 	id = 157c4905-a01a-4810-bf26-8ea81425a1d5	name = Sebastion Cabot                                   	dob = null    
ACTOR DNE    Actor 	id = e67d6c3a-a48a-42dd-b930-010db07fae1e	name = Arthur Godfrey                                    	dob = null    
ACTOR DNE    Actor 	id = f806e438-cb00-4b9e-9181-7d0abe3d60a3	name = Eric Fleming                                      	dob = null    
ACTOR DNE    Actor 	id = 9455e069-9ed7-4d50-97c3-e509a9169b43	name = Dom deLuise                                       	dob = null    
ACTOR DNE    Actor 	id = 9d25ad48-4e86-4d56-8688-1a222eb29dc9	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = 0658d5be-3ee0-4701-969f-9dceed342781	name = Pierre Richard                                    	dob = null    
ACTOR DNE    Actor 	id = 2867e038-93c7-4053-9667-496d859c58cb	name = Pierre Richard                                    	dob = null    
ACTOR DNE    Actor 	id = c85b21d4-355c-4d00-b88a-1c7b3d77cc53	name = Mildred Coles                                     	dob = null    
ACTOR DNE    Actor 	id = e489f008-ab31-46ef-8afc-2ed83fc85b96	name = Frances Neal                                      	dob = null    
ACTOR DNE    Actor 	id = 8529571a-607b-40d3-84f7-75eaccd6b60c	name = Mildred Coles                                     	dob = null    
ACTOR DNE    Actor 	id = 8f83a67f-0e9e-4362-a46e-2cad8b3adf86	name = Tommy Lewis                                       	dob = null    
ACTOR DNE    Actor 	id = a7155918-8835-44fe-a7ba-654bf66fff91	name = Freddy Reynolds                                   	dob = null    
ACTOR DNE    Actor 	id = e96c7aa1-008c-490a-b6c6-71a6bef9bc7f	name = Daryl Hannah                                      	dob = null    
ACTOR DNE    Actor 	id = 3128be3c-3357-4dfb-834a-34d785709fb7	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = 7e3b668a-95ff-41c2-8b28-48505f1c9f76	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = 4949ef40-9879-4f8d-b0b8-f03b4d04abfe	name = Charles `Bud' Tingwell                            	dob = null    
ACTOR DNE    Actor 	id = 95984280-9b9d-4f1f-9cde-9aae98984bf0	name = Bruce Myles                                       	dob = null    
ACTOR DNE    Actor 	id = ccd276ae-96c3-413a-a9af-0879cb750779	name = Dennis Miller                                     	dob = null    
ACTOR DNE    Actor 	id = 6662d81e-a2d3-4667-8779-e6cca10ccc7e	name = Neil Fitzpatrick                                  	dob = null    
ACTOR DNE    Actor 	id = 4127282e-2cf0-4bae-86c4-9504672a8a70	name = Nikolai Pastukhov                                 	dob = null    
ACTOR DNE    Actor 	id = d611e4bd-a9e0-4a31-8074-a8ddab7843ec	name = Will Smith                                        	dob = null    
ACTOR DNE    Actor 	id = 833d4a4b-abb8-4673-8959-b664ed8eef7a	name = Eric Thal                                         	dob = null    
ACTOR DNE    Actor 	id = c8f37daa-883a-4982-b514-49547fee1ff0	name = Heather Graham                                    	dob = null    
ACTOR DNE    Actor 	id = 7821d718-d50e-4352-b5a7-e0bd99c9af6f	name = Tim Robbins                                       	dob = null    
ACTOR DNE    Actor 	id = 13713275-8052-40eb-aa6a-7e7c5d0e3974	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = cc752e6c-67b3-40b9-ab5e-2605592aac07	name = sa                                                	dob = null    
ACTOR DNE    Actor 	id = ad30b3be-2e90-4551-8fdf-a3efcee3bc8d	name = sa                                                	dob = null    
ACTOR DNE    Actor 	id = b3f28d69-ca91-471f-ae5a-56467de5d473	name = Stephen Fry                                       	dob = null    
ACTOR DNE    Actor 	id = c3196153-7237-44ed-a502-293870e4c8fe	name = Steve Gutenberg                                   	dob = null    
ACTOR DNE    Actor 	id = 94384b82-f6e3-4aab-9af8-f783f24b5199	name = sa                                                	dob = null    
ACTOR DNE    Actor 	id = 7e024c91-b3ab-490e-aa9e-8ac277cdf560	name = Catherine Quinlan                                 	dob = null    
ACTOR DNE    Actor 	id = 004f68f5-de95-4677-9cb6-0167e882ca24	name = Paul Bowles                                       	dob = null    
ACTOR DNE    Actor 	id = 6d8795cb-cf55-4a29-93ae-485f526d37e5	name = Samir Guesmi                                      	dob = null    
ACTOR DNE    Actor 	id = 4252f502-1796-4976-9509-d75c0eb21128	name = Khaled Ksouri                                     	dob = null    
ACTOR DNE    Actor 	id = bc63c53e-2a4d-4a28-9375-b2757313b458	name = Sondos Belhasseni                                 	dob = null    
ACTOR DNE    Actor 	id = e262e1ae-b7c7-4598-9291-8ba47977ffa5	name = Veronica Quilligan                                	dob = null    
ACTOR DNE    Actor 	id = fb87167a-897e-46e5-ae58-ec11b628fd87	name = San Cox                                           	dob = null    
ACTOR DNE    Actor 	id = 1f10d7b0-9b3d-40cd-887b-fda54485cbcb	name = Said Zakir                                        	dob = null    
ACTOR DNE    Actor 	id = 69731481-767e-4615-a4b0-d91eebbf4e78	name = Robert Fraser                                     	dob = null    
ACTOR DNE    Actor 	id = 14dfaffe-07c1-4cd0-ace0-cf4a7cb85519	name = Larry Simms                                       	dob = null    
ACTOR DNE    Actor 	id = a3eb2338-7dbb-4a0d-9b97-dcbb035c7aee	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = 87810abc-e843-4ef8-9b9c-13b6bca90df8	name = Irving Bacon                                      	dob = null    
ACTOR DNE    Actor 	id = 21792c5c-32ff-4be7-8428-b233b366a1fe	name = sr                                                	dob = null    
ACTOR DNE    Actor 	id = 07f7dc5b-90d5-44e6-a954-f578ab665a1e	name = brat                                              	dob = null    
ACTOR DNE    Actor 	id = 73cd31fd-aca2-46dc-987a-6d3c4a3c500c	name = Clare Maurier                                     	dob = null    
ACTOR DNE    Actor 	id = f50970b0-6a88-4fee-a78e-3c89a9a398b3	name = Albert Remy                                       	dob = null    
ACTOR DNE    Actor 	id = c177c2dd-5dfc-426e-b82e-24955d981d93	name = Patrick Auffay                                    	dob = null    
ACTOR DNE    Actor 	id = 0e646ff7-14d3-48de-846f-6d088d7d4d20	name = Nicole Berger                                     	dob = null    
ACTOR DNE    Actor 	id = f0dcd787-12bd-4931-ba28-be7c449e8c94	name = Marie Dubois                                      	dob = null    
ACTOR DNE    Actor 	id = 102c5903-db83-4b31-9f03-81d45ce00b08	name = Albert R\`emy                                     	dob = null    
ACTOR DNE    Actor 	id = c38c2fc0-b8b7-425e-8053-954eed83252c	name = Mich\`ele Mercier                                 	dob = null    
ACTOR DNE    Actor 	id = e0027713-6337-4426-93be-04942906bd2a	name = Henri Serre                                       	dob = null    
ACTOR DNE    Actor 	id = 5b489963-3d8e-48c7-bcf4-bbaa59daab1f	name = Oscar Werner                                      	dob = null    
ACTOR DNE    Actor 	id = d7a81366-9b1d-40a4-8f72-a0d70e73a76c	name = Sabine Haudepin                                   	dob = null    
ACTOR DNE    Actor 	id = d5a36c3e-d91a-4356-b24d-1028e321c9e2	name = Marie Dubois                                      	dob = null    
ACTOR DNE    Actor 	id = 881661dd-f14a-4e06-82c4-c0c692273054	name = Varna Urbin                                       	dob = null    
ACTOR DNE    Actor 	id = 7dbf746e-d7c5-43d2-bf96-eefaa9afa911	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = 0fdf7857-8d88-4732-90c1-e6c299f8daea	name = Jean DeSailly                                     	dob = null    
ACTOR DNE    Actor 	id = 098e30f3-754d-41f0-9866-25c802342c2f	name = Nelly Benedetti                                   	dob = null    
ACTOR DNE    Actor 	id = 51599eae-61e5-4554-aac8-1dddc968c7c8	name = Daniel Ceccaldi                                   	dob = null    
ACTOR DNE    Actor 	id = ff9e1cb8-a8e5-4cbb-b776-26624713745b	name = Laurence Badie                                    	dob = null    
ACTOR DNE    Actor 	id = 3ef301e3-777d-4265-a086-72abe6a3200d	name = Phillipe Duval                                    	dob = null    
ACTOR DNE    Actor 	id = 360c5daf-b6d3-4221-979a-9030339904ae	name = Paule Emmanuele                                   	dob = null    
ACTOR DNE    Actor 	id = 24481eb4-6742-4352-83f3-1bb90928f811	name = Maurice Garvel                                    	dob = null    
ACTOR DNE    Actor 	id = c5343842-b66f-4840-ad18-165804b22b8a	name = Jean Lanier                                       	dob = null    
ACTOR DNE    Actor 	id = 207e2326-7f5b-47e4-bb5f-26be4a01c203	name = Sabine Haudepin                                   	dob = null    
ACTOR DNE    Actor 	id = ae1188f3-e8d4-4006-bb45-1b4f547bca9e	name = Dominique LaCarriere                              	dob = null    
ACTOR DNE    Actor 	id = 43c18f1f-6185-47b0-bb42-8459dd3b28a4	name = Pierre Risch                                      	dob = null    
ACTOR DNE    Actor 	id = 971eadd8-e51d-4fd0-862a-9bfbc0a4b9d9	name = JeanLouis Richard                                 	dob = null    
ACTOR DNE    Actor 	id = a581f156-f96d-41c4-8641-05bb9474bbd2	name = Claude Rich                                       	dob = null    
ACTOR DNE    Actor 	id = 96a76062-b248-4fe8-8699-49ad2d5490b3	name = Claude Jade                                       	dob = null    
ACTOR DNE    Actor 	id = 644aa237-72ae-4a13-98b5-1ba469d92135	name = JeanPierre Cargol                                 	dob = null    
ACTOR DNE    Actor 	id = f98776c9-d32e-4119-ba00-3ec750e8e465	name = Francoise Seigner                                 	dob = null    
ACTOR DNE    Actor 	id = 312dfd69-c7d0-49c1-a0a3-1fe25a13ad34	name = Claude Jade                                       	dob = null    
ACTOR DNE    Actor 	id = 31d5a9e5-3eb0-4ba7-9010-599158525267	name = Hiroke Berghauer                                  	dob = null    
ACTOR DNE    Actor 	id = f8125b1a-6684-4f34-995c-bfed7051fb00	name = Daniel Ceccaldi                                   	dob = null    
ACTOR DNE    Actor 	id = 6c119ec0-ad87-4119-a962-9a7cb0bb0254	name = Stacey Tenderer                                   	dob = null    
ACTOR DNE    Actor 	id = 252b345a-804c-45ff-8e6c-8e1161ddeffd	name = Phillippe Leotard                                 	dob = null    
ACTOR DNE    Actor 	id = c61b691e-29f1-4845-9326-6ecaaa49aae2	name = Sylvia Marriott                                   	dob = null    
ACTOR DNE    Actor 	id = 746bcad1-cdea-4fe5-8da1-43b9916dcba2	name = Bernadette Lafont                                 	dob = null    
ACTOR DNE    Actor 	id = 1f48778c-93ba-4640-87b5-6a857c714cbb	name = Guy Marchand                                      	dob = null    
ACTOR DNE    Actor 	id = 1669fbcb-b23b-465a-b85f-cd2a259dac7c	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = 20b3cc71-6444-48dc-865b-2d813a30b6dd	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = db49baa9-7a80-4c29-aeb9-effd1260c440	name = Valentina Cortese                                 	dob = null    
ACTOR DNE    Actor 	id = 6c6287c4-a912-4217-b1b3-9144a62fe6c2	name = Dani                                              	dob = null    
ACTOR DNE    Actor 	id = 52a8e968-480a-466c-9ab2-6d991e8dacff	name = Jean Champion                                     	dob = null    
ACTOR DNE    Actor 	id = 02829e09-49d2-4866-a1f1-80fe274bab9f	name = David Markham                                     	dob = null    
ACTOR DNE    Actor 	id = c7db728c-d65c-49c1-8e6f-b71cae4f85b1	name = Grahame Greene                                    	dob = null    
ACTOR DNE    Actor 	id = 312acb4b-7968-4494-92cc-ceaeea8852e2	name = Bruce Robinson                                    	dob = null    
ACTOR DNE    Actor 	id = ba123e52-9207-4eff-b797-2d9da26cbe4f	name = Sylvia Marriott                                   	dob = null    
ACTOR DNE    Actor 	id = fce71e8f-eef6-40f2-a7a6-f5deef5df8e0	name = Reubin Dorey                                      	dob = null    
ACTOR DNE    Actor 	id = 7848fa45-c468-4620-84f2-035557cd35c7	name = JeanFrancois Stevenin                             	dob = null    
ACTOR DNE    Actor 	id = 287807ee-346a-4624-97d2-c06c3be3bbef	name = Geory Desmouceaux                                 	dob = null    
ACTOR DNE    Actor 	id = fb47beee-08f8-4b7c-9367-925533af3374	name = Virginie Thevenet                                 	dob = null    
ACTOR DNE    Actor 	id = d39fc1fd-e463-496a-9299-073111a98516	name = Philippe Goldman                                  	dob = null    
ACTOR DNE    Actor 	id = 37a218a3-b95b-489d-886f-fbf44cc60fd5	name = Val\'erie Bonnier                                 	dob = null    
ACTOR DNE    Actor 	id = 42aaaa63-cdd8-41fe-8022-5730bd43ed01	name = Fr\'ed\'erique Jamet                              	dob = null    
ACTOR DNE    Actor 	id = 904b8fd8-1dc2-44b9-9ad8-e3e72504c445	name = Jeanne Lobre                                      	dob = null    
ACTOR DNE    Actor 	id = 71e5f914-6003-4114-b5ab-100be9e4010a	name = Claude Jade                                       	dob = null    
ACTOR DNE    Actor 	id = de1f62a6-9e9e-433f-9944-a861ebbb530c	name = MarieFrance Pisier                                	dob = null    
ACTOR DNE    Actor 	id = df1aa964-ef8d-4ba9-9edc-3d9a3a739948	name = Dani                                              	dob = null    
ACTOR DNE    Actor 	id = 9d82c7cb-746c-4fcc-8bdf-467523a0a9cd	name = Julien Bertheau                                   	dob = null    
ACTOR DNE    Actor 	id = efd57f72-e043-42f5-a704-98f9c569bffe	name = Dorothe\'e                                        	dob = null    
ACTOR DNE    Actor 	id = 3071e2e9-ee0b-4595-810b-16785684a9e3	name = Heinz Bennent                                     	dob = null    
ACTOR DNE    Actor 	id = 1578fb8d-e576-43be-a113-e9bf320d684d	name = Andrea Ferreol                                    	dob = null    
ACTOR DNE    Actor 	id = 2ed3d2b8-5830-4556-b365-17706e4b56ad	name = Fanny Ardent                                      	dob = null    
ACTOR DNE    Actor 	id = a14b8d6a-5ddc-46f8-98f2-9bb66d00005c	name = Henri Garcin                                      	dob = null    
ACTOR DNE    Actor 	id = cbaf3be9-98a1-42b6-bdba-11e8bd20447c	name = Michele Baumgartner                               	dob = null    
ACTOR DNE    Actor 	id = cb0190d6-4785-45ad-888e-3387a1c0b20e	name = Fanny Ardent                                      	dob = null    
ACTOR DNE    Actor 	id = 963b451a-6b9b-4ce9-8e59-54cec7293475	name = JeanLouis Trintigant                              	dob = null    
ACTOR DNE    Actor 	id = 53ed8c08-6eb2-4dcf-bbe6-ca441c39260b	name = Caroline Sihol                                    	dob = null    
ACTOR DNE    Actor 	id = 5926688e-3eb3-4c39-acf7-41f38f847eaa	name = Philippe Laudenbach                               	dob = null    
ACTOR DNE    Actor 	id = f9d8bd84-6065-4525-8c63-3474405f19be	name = David Arquette                                    	dob = null    
ACTOR DNE    Actor 	id = ae691354-4b1c-4a89-b151-ef0cbd028645	name = Brad Hunt                                         	dob = null    
ACTOR DNE    Actor 	id = ef0f810b-eafd-42f7-8499-627a856b9d4b	name = Kathryn Erbe                                      	dob = null    
ACTOR DNE    Actor 	id = 919d821b-6501-4b3a-aaac-6f2787764127	name = Richmond Arquette                                 	dob = null    
ACTOR DNE    Actor 	id = 98e7017e-bfb1-472c-acb0-57fa3b92a675	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = d46b2e85-991b-495c-aef4-1b527f27ba22	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = 7bb5efd0-43a8-4d3c-b50d-bba4d7c24846	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = 36d98d5f-3448-4c74-8994-63ecccba0a99	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = 7b6aafe3-af3e-47f9-b38d-d0ff557b1b71	name = Daryl Hannah                                      	dob = null    
ACTOR DNE    Actor 	id = 7de0ce6c-1d3c-4cce-9140-dbbc223a76a2	name = Nora Lane                                         	dob = null    
ACTOR DNE    Actor 	id = c357570f-cd56-4c3e-acda-2710302125fd	name = Harry Green                                       	dob = null    
ACTOR DNE    Actor 	id = 23269c2b-365a-4fa1-ba88-8970cd4cc5b7	name = Lily Damita                                       	dob = null    
ACTOR DNE    Actor 	id = 99f0d573-35f6-4e0c-b20c-5706cb7da862	name = Charlie Ruggles                                   	dob = null    
ACTOR DNE    Actor 	id = c6b866f6-ca68-4978-9e45-8f5a125ff0e9	name = Irving Bacon                                      	dob = null    
ACTOR DNE    Actor 	id = 1994704b-c3ff-42aa-a0da-5d787d950743	name = Kate Smnith                                       	dob = null    
ACTOR DNE    Actor 	id = 9db38fdc-e746-459c-b6f4-a79eeafd57de	name = Stuart Erwin sr                                   	dob = null    
ACTOR DNE    Actor 	id = 506420ef-d063-4f91-808e-cddc785727f6	name = The Mills Brothers                                	dob = null    
ACTOR DNE    Actor 	id = b2d25859-61fa-4929-8f78-b01ed3e201cd	name = Eddie Lang                                        	dob = null    
ACTOR DNE    Actor 	id = e9828cb7-2b83-4bdd-9b45-de85485b2299	name = The Boswell Sisters                               	dob = null    
ACTOR DNE    Actor 	id = b20cc176-5572-4abd-ad95-604a1565f764	name = Ruth Etting                                       	dob = null    
ACTOR DNE    Actor 	id = ce392387-0674-4c21-893a-71205fd896ce	name = Goldwyn Girls                                     	dob = null    
ACTOR DNE    Actor 	id = ecb293cf-2148-4ddc-a22d-e29312732947	name = Rosalind Keith                                    	dob = null    
ACTOR DNE    Actor 	id = 95682a70-70dc-4af8-b03b-92dea59e60dd	name = Guinn Williams                                    	dob = null    
ACTOR DNE    Actor 	id = c543b6bb-b823-4eae-a3c1-907db99f4d3d	name = Veronica Ladd                                     	dob = null    
ACTOR DNE    Actor 	id = 6c03e12e-895d-4e3a-b177-4d793b2bf819	name = Anne revere                                       	dob = null    
ACTOR DNE    Actor 	id = b75e7808-ceb3-4e9d-b0cf-7d37aa6f90e7	name = Loretta Devine                                    	dob = null    
ACTOR DNE    Actor 	id = 96e91ace-9385-4a04-ae13-d6a6fe0088a0	name = Lela Rochon                                       	dob = null    
ACTOR DNE    Actor 	id = 75cfe960-69cc-47e2-87b4-f245b05d593a	name = Henry Conniff~jr.                                 	dob = null    
ACTOR DNE    Actor 	id = 82740062-1199-4d1c-8937-d18a8c166930	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = 3c9d9e73-f2f2-42ad-b102-52bf9efc7a4f	name = Sonny Landham                                     	dob = null    
ACTOR DNE    Actor 	id = 4ede1b2e-1f5a-40d9-9599-bf99643fda12	name = Kim Dakour                                        	dob = null    
ACTOR DNE    Actor 	id = 24f3b328-c357-4d9f-8417-4ac1c03ca2bc	name = Tom Joyner                                        	dob = null    
ACTOR DNE    Actor 	id = 9bb578cf-76d2-42a4-9d27-6cc74a924909	name = Karci Brown                                       	dob = null    
ACTOR DNE    Actor 	id = ddb4851a-a2fb-425c-b01e-85f72d07cf0d	name = Jason Myrick                                      	dob = null    
ACTOR DNE    Actor 	id = 4a256223-da92-4933-a2dd-f0f983b0f23b	name = Mary Chris Wall                                   	dob = null    
ACTOR DNE    Actor 	id = 77545b79-97b5-467c-b22f-ea0f89ae321e	name = Opal Bush                                         	dob = null    
ACTOR DNE    Actor 	id = 402e12a6-b749-4439-91ae-56d88d0ae62f	name = Kettle Rochelle                                   	dob = null    
ACTOR DNE    Actor 	id = 6ce1c619-54aa-4744-a09f-0a9aba39ecf7	name = Sheila Sant'anna                                  	dob = null    
ACTOR DNE    Actor 	id = cd02e10f-2c09-4aa6-b30f-d3e76c4d086e	name = Daniella Maderas                                  	dob = null    
ACTOR DNE    Actor 	id = a6e88a15-0da8-4f0d-948f-14d36a3cbfda	name = J.Pat OMalley                                     	dob = null    
ACTOR DNE    Actor 	id = 8d8b5865-9d29-444c-9642-2cc790851732	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = b4fb4c8c-bd87-44f0-ba11-f35fa7d8128e	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = 81d3e935-fb0d-41aa-a6d5-01b8d1164d94	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = 1bc25531-23ef-4d3c-80e3-c6d06a955509	name = Gladys Cooper                                     	dob = null    
ACTOR DNE    Actor 	id = e121df99-b869-4804-b4b0-7cc83f20bf83	name = Brian Roper                                       	dob = null    
ACTOR DNE    Actor 	id = c7567c20-04f0-4928-b698-e5db438f031f	name = Eleanor Coppola                                   	dob = null    
ACTOR DNE    Actor 	id = f78c8334-9fc4-4bfd-aaaa-79693240ec2f	name = George Lucas                                      	dob = null    
ACTOR DNE    Actor 	id = d712bd1b-9c6e-45c9-8f1f-df0cb1cee9c1	name = John Milius                                       	dob = null    
ACTOR DNE    Actor 	id = cc413a6c-0d68-46e3-94d1-ff0a33692f0f	name = Arthur Jurado                                     	dob = null    
ACTOR DNE    Actor 	id = 066fe311-00c5-44c8-86a3-59b7fb8955c0	name = Henry Morgan                                      	dob = null    
ACTOR DNE    Actor 	id = d3536e42-b442-4eb2-a565-da80601a5f7a	name = Barbara Morrison                                  	dob = null    
ACTOR DNE    Actor 	id = adcef81d-d6a0-4680-b1ac-6dc7ae4b785a	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = 2c724f3d-adc5-4752-8dce-0c35a43947bd	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = 0525a765-e5ad-4278-8779-cbe7e0c63673	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = 65a082db-983d-44b7-8271-81398c743972	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = 4eda103c-5471-4a79-a7d3-4e899e75ca4a	name = Phillip Ober                                      	dob = null    
ACTOR DNE    Actor 	id = d91947b4-6ef6-462d-9f55-d5b010cc599a	name = Roy Barcroft                                      	dob = null    
ACTOR DNE    Actor 	id = e58acad1-928c-472e-91fb-4dd83411e8b0	name = James Mitchell                                    	dob = null    
ACTOR DNE    Actor 	id = 3b51edd4-0eab-4d6d-bf37-f8d785ccc812	name = Bambi Linn                                        	dob = null    
ACTOR DNE    Actor 	id = 01422478-2c8f-487a-a089-c169e5f39c45	name = Edith Evans                                       	dob = null    
ACTOR DNE    Actor 	id = 6bcb5c43-97af-4ae8-ac62-17776b75a426	name = Michael Andersen~jr                               	dob = null    
ACTOR DNE    Actor 	id = bfbf6e82-7de7-47fc-877b-59c8539dd017	name = Michael Lonsdale                                  	dob = null    
ACTOR DNE    Actor 	id = aa93fe86-46ac-4068-be40-fc8a54c8b791	name = Olga GeorgesPicot                                 	dob = null    
ACTOR DNE    Actor 	id = e7278822-ed49-433c-b38a-ecf676722047	name = Barrie Ingham                                     	dob = null    
ACTOR DNE    Actor 	id = ec06b4c7-0889-4aed-80dd-9dd77dd320b7	name = Anton Rogers                                      	dob = null    
ACTOR DNE    Actor 	id = 5135b187-2401-484a-b02b-745b7ad22050	name = Vernon Dobtchef                                   	dob = null    
ACTOR DNE    Actor 	id = 3fd58634-e2d3-47b2-9f1c-8dd58bf35936	name = Natasha Pyne                                      	dob = null    
ACTOR DNE    Actor 	id = 55e9e7c4-02c9-4928-b4d6-eced0f9155b9	name = Paul Hardwick                                     	dob = null    
ACTOR DNE    Actor 	id = 3b6509da-a1d4-474c-9390-7ec4679e0268	name = Natasha Peryy                                     	dob = null    
ACTOR DNE    Actor 	id = f802e71d-0444-49b9-98d0-6f4ce1d2e7c7	name = Antionio Pierfrederici                            	dob = null    
ACTOR DNE    Actor 	id = b4ebcd5a-e9d0-446c-b75e-516162a226bb	name = Esmeralda Ruspoli                                 	dob = null    
ACTOR DNE    Actor 	id = 6d8ce113-eb2a-4bae-b698-a98a73ebcbfc	name = Bruce Robinson                                    	dob = null    
ACTOR DNE    Actor 	id = eddbffca-8d6c-4b56-8d36-14454be030c9	name = Roberto Bisacco                                   	dob = null    
ACTOR DNE    Actor 	id = ef8b22e8-4cc9-4493-a81f-9d184c266e25	name = Judi Bowker                                       	dob = null    
ACTOR DNE    Actor 	id = 7093d519-dbf4-4fa1-9314-650fc6946417	name = Kenneth Cranham                                   	dob = null    
ACTOR DNE    Actor 	id = 684ab7c0-da9b-4507-8203-ceca0583df3f	name = Valentina Cortese                                 	dob = null    
ACTOR DNE    Actor 	id = 4ea8c37e-2ae5-41e5-96cd-da4216d7ab57	name = Ricky Schroder                                    	dob = null    
ACTOR DNE    Actor 	id = 961ef1ec-afff-410b-9afb-bef986200f25	name = Elisha Cook~jr.                                   	dob = null    
ACTOR DNE    Actor 	id = 74b10851-2975-418b-a99f-487d6f68c909	name = Justino Diaz                                      	dob = null    
ACTOR DNE    Actor 	id = a37bdd91-ff9e-469b-963a-636e5d59c5ad	name = Katia Ricciarelli                                 	dob = null    
ACTOR DNE    Actor 	id = 404bf29f-0017-4a5a-99e3-ad0d8c65b892	name = Petra Mlakova                                     	dob = null    
ACTOR DNE    Actor 	id = 1e139332-ac10-48aa-a4e5-a0be31faa6b4	name = Helena BonhamCarter                               	dob = null    
ACTOR DNE    Actor 	id = aff72d1d-a7dd-4bcf-accc-2931e25c7f9a	name = Stephen Dillane                                   	dob = null    
ACTOR DNE    Actor 	id = 76c3728f-a9af-447c-8473-0e7e9c4d3674	name = Nathaniel Parker                                  	dob = null    
ACTOR DNE    Actor 	id = d5c9234f-ba61-4125-abf2-efa478e30db8	name = Charlotte Gainsborough                            	dob = null    
ACTOR DNE    Actor 	id = ec8f2381-431c-4523-9274-d5513bbe8e77	name = Anna Kaplan                                       	dob = null    
ACTOR DNE    Actor 	id = 44cadae2-69ff-4171-8d32-0bcfbb11155f	name = Ellen Macpherson                                  	dob = null    
ACTOR DNE    Actor 	id = acbfd224-4b5c-4832-9d95-ea6feb643ac2	name = Samuel West                                       	dob = null    
ACTOR DNE    Actor 	id = b0984189-c5b3-42d8-b31f-ee6f0546a26c	name = Edward deSouzo                                    	dob = null    
ACTOR DNE    Actor 	id = 96442648-0a54-4afe-98a8-6392a0915739	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = a74b652d-5add-4e56-85dc-c0c2fd7862e4	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = c890cedf-f5f0-4b04-b2ea-fdf351797137	name = s a                                               	dob = null    
ACTOR DNE    Actor 	id = 55240292-44bf-47e6-9b7d-fe7ae4890b68	name = Judy Dench                                        	dob = null    
ACTOR DNE    Actor 	id = 6d36fc06-2e50-4e0b-aec2-ca66f83179a6	name = Charlie Lucas                                     	dob = null    
ACTOR DNE    Actor 	id = c17898e8-100f-410f-9406-b4c9b8f50383	name = Baird Wallace                                     	dob = null    
ACTOR DNE    Actor 	id = 765bfb16-4dcc-4420-9a4f-f50b90ed0c86	name = Tueday Weld                                       	dob = null    
